DESeq2_PDX3_CBAM44728_MLL-AF10_MEN1-WT_vehicle vs. MEN1-WT_VTP50469,Gene,log2FC,padj
,AC017104.4,-0.771357255,0.064059094
,AC021989.1,-0.043998095,NA
,LINC02357,NA,NA
,AL831711.1,0.661756994,0.284792858
,MIR103B2,NA,NA
,CTXND2,-0.031718829,NA
,MIR6860,NA,NA
,MIR6841,NA,NA
,FAM240B,NA,NA
,MIR518D,NA,NA
,MIR7977,NA,NA
,MIR4536-1,NA,NA
,MIR219B,NA,NA
,AL358790.2,0.045591806,0.960308153
,AC090582.1,-0.143515786,NA
,AC093726.3,NA,NA
,MIR3119-1,NA,NA
,AC068205.2,0.272200665,0.590331414
,AC241584.2,0,NA
,MIR4320,NA,NA
,AC127502.3,-0.462865982,0.507380535
,MIR6511B2,NA,NA
,AL160396.1,-0.076320532,NA
,PFN5P,NA,NA
,MIR3910-2,NA,NA
,AL392088.2,0.041983092,NA
,AC074194.2,-0.404446398,0.571737197
,Z97988.2,NA,NA
,MIR3977,NA,NA
,AL592295.3,0.132538713,0.878532235
,CFAP97D2,-0.233568896,0.773714988
,MIR451B,NA,NA
,AC007603.3,NA,NA
,AC000095.2,NA,NA
,ABBA01000933.1,NA,NA
,AL606804.2,NA,NA
,FO624990.1,NA,NA
,AC144835.1,NA,NA
,AC087521.4,NA,NA
,AC011591.2,0,NA
,AL590396.4,NA,NA
,CNTNAP3C,NA,NA
,MIR3688-2,NA,NA
,AL807742.1,0.020528532,0.975095721
,AC024614.3,NA,NA
,AC108477.1,NA,NA
,AL138694.1,1.633111798,0.000301131
,MIR4524A,NA,NA
,MIR4659B,NA,NA
,AC069503.4,NA,NA
,AC068631.4,-0.963695955,0.001950749
,AC090952.2,NA,NA
,AC068205.3,NA,NA
,MIR7515,NA,NA
,AC004381.3,1.941061774,3.24E-07
,AL807740.1,NA,NA
,AC087821.2,NA,NA
,AL121759.2,0.675189822,0.225250691
,MIR548A1HG,0.041983092,NA
,MIR3662,0.112337064,NA
,AP000756.2,NA,NA
,AC008703.1,0.094007678,NA
,AL451062.3,-0.089540103,NA
,AC087280.2,-0.067874718,NA
,MIR1910,-0.267215504,NA
,AC024614.4,0,NA
,AC024933.2,-0.225267816,0.757960717
,MIR6874,NA,NA
,MIR4278,NA,NA
,AF001550.2,NA,NA
,LINC02452,-0.656552698,0.247375731
,AC109462.3,NA,NA
,SMBD1P,0.580924806,0.202491738
,AC006453.5,NA,NA
,CCDC195,0,NA
,MIR1244-3,1.017010311,0.002965939
,AC099654.6,NA,NA
,AC108867.1,NA,NA
,RNA5SP532,-0.435053996,0.540201956
,CSNKA2IP,0,NA
,MIR1321,NA,NA
,LINC01958,NA,NA
,AC000029.2,NA,NA
,SPEM3,0.041983092,NA
,LINC01260,0.206489393,0.810728671
,MIR499B,NA,NA
,AL139128.2,0.041983092,NA
,AC018688.2,NA,NA
,GPR141BP,0.016374294,NA
,AL136985.3,-0.06856979,NA
,Z99571.1,NA,NA
,MIR486-2,NA,NA
,AC009950.2,NA,NA
,AC015819.4,0.060667398,NA
,AC244258.1,-0.121127466,0.892544378
,MIR523,NA,NA
,MTND1P37,NA,NA
,AC087565.2,NA,NA
,AC011139.1,NA,NA
,AC009804.2,0,NA
,MIR550B2,NA,NA
,AC008505.1,NA,NA
,HSFX4,0.107618792,NA
,AC244452.3,NA,NA
,MIR4454,NA,NA
,MIR3130-1,NA,NA
,MIR6863,0.041983092,NA
,FAM240A,NA,NA
,MIR6828,NA,NA
,MIR1244-4,0.760782543,0.034903409
,MIR1279,NA,NA
,MIR6079,NA,NA
,AC002511.3,NA,NA
,AL512380.2,0.225558212,0.676709532
,MTND4LP32,NA,NA
,AC068205.4,NA,NA
,MIR3529,NA,NA
,MIR4501,NA,NA
,AP000843.2,NA,NA
,MIR518C,NA,NA
,AC017104.5,-0.847771025,0.077767952
,MIR7153,NA,NA
,MIR6086,NA,NA
,MIR3160-2,NA,NA
,MIR1244-2,-0.497206111,0.019973724
,AC079118.2,-0.045948572,NA
,AC006509.3,NA,NA
,LINC01902,0,NA
,AC006974.1,NA,NA
,MIR5681B,NA,NA
,MIR7157,NA,NA
,MIR1302-1,NA,NA
,AC083799.2,0,NA
,AC137936.2,-0.127785891,0.88690488
,MIR941-3,NA,NA
,MIR3975,NA,NA
,LITAFD,0.010386513,NA
,AC005144.1,-0.224681214,0.640872256
,LINC02775,0,NA
,AF111167.3,NA,NA
,MIR3150A,NA,NA
,MIR3926-2,NA,NA
,OR11J7P,NA,NA
,AC005622.1,0.095627406,0.863351905
,PRRT1B,-0.022048269,0.978114894
,AL357374.1,NA,NA
,TCAF2C,NA,NA
,AL035685.1,-0.541841031,0.349918206
,MIR4317,NA,NA
,MIR374C,NA,NA
,AC007064.4,0,NA
,AC021072.1,-0.044992046,NA
,AC073264.3,0.041983092,NA
,AC005972.3,-0.055398615,0.954479022
,MIR520F,NA,NA
,BX005040.4,NA,NA
,OASL2P,-0.031718829,NA
,ABBA01000935.2,0,NA
,AC079950.2,NA,NA
,BX088723.1,NA,NA
,AC099654.7,NA,NA
,MIR2054,NA,NA
,SNORD98,0,NA
,LINC02341,0,NA
,AC023245.3,NA,NA
,MIR376B,NA,NA
,MIR3158-2,NA,NA
,AC139491.6,0.057472338,0.956539357
,MIR376A2,NA,NA
,IGHVIII-44,NA,NA
,AC009075.3,NA,NA
,AC243725.1,0.013956684,0.983108938
,C19orf85,0.103395826,NA
,ABBA01031658.1,NA,NA
,MIR4773-2,NA,NA
,AC245369.2,NA,NA
,MIR4251,NA,NA
,AL157371.2,-0.354884435,NA
,AL358434.1,0,NA
,AC100810.6,NA,NA
,MTND5P42,0.048704057,NA
,AL160035.1,NA,NA
,AC098484.3,NA,NA
,SULT6B2P,NA,NA
,AC007326.3,0.041983092,NA
,AC007222.1,NA,NA
,GKN3P,0.041983092,NA
,AC092471.2,NA,NA
,MIR376A1,NA,NA
,MIR4430,NA,NA
,ABBA01031669.1,NA,NA
,FAM236C,NA,NA
,FAM169B,0,NA
,MIR1295B,NA,NA
,BX276092.9,0.314989222,0.586555971
,AP003399.1,0,NA
,AC116353.6,3.586547996,2.03E-17
,MIR4302,NA,NA
,MIR338,NA,NA
,OR4C48P,NA,NA
,IGHVII-30-21,NA,NA
,AL031056.2,0.127646894,0.853860533
,MIR4662A,NA,NA
,TMEM274P,-0.071758195,0.930645224
,MIR103B1,NA,NA
,AC090897.2,NA,NA
,MIR7973-2,NA,NA
,MIR924,NA,NA
,MIR5683,NA,NA
,AC007036.4,NA,NA
,MIR6759,NA,NA
,MIR4328,NA,NA
,AC128714.1,0.041983092,NA
,AC099654.8,NA,NA
,AL137785.1,0.3951619,NA
,AC016526.4,0,NA
,AL928596.1,0,NA
,EXOC3L2,0.126536147,NA
,AP000547.3,-0.228492215,0.768422371
,MIR3155B,NA,NA
,AC012485.3,0.473929521,0.469611086
,AC074367.2,0,NA
,MIR4776-2,NA,NA
,AC002407.2,-0.183614935,0.796677932
,MIR9500,-0.031718829,NA
,ETDC,-0.067615121,NA
,MIR5583-2,NA,NA
,LINC02009,NA,NA
,AL512643.1,NA,NA
,AC006974.2,-0.250218415,0.680531765
,AC091948.2,-0.096329678,NA
,LMLN2,0.016761303,NA
,MIR4483,0,NA
,AC074101.1,-0.031718829,NA
,AC006453.6,NA,NA
,AC138904.3,0.036095801,0.968541772
,MIR4679-1,NA,NA
,MIR3974,NA,NA
,AC093608.1,NA,NA
,AC009802.1,1.057631248,0.052821237
,AC112487.2,NA,NA
,MIR4678,0,NA
,MIR4531,0,NA
,AC068587.4,0.037891805,0.968120552
,AC004448.4,NA,NA
,MIR5087,-0.307373327,NA
,MIR3913-2,NA,NA
,MIR6830,NA,NA
,AC025278.4,NA,NA
,AC134980.1,NA,NA
,MIR548AH,NA,NA
,MYOCOS,-0.041957936,0.964804195
,MIR522,NA,NA
,AC083841.4,0,NA
,MIR6715B,NA,NA
,AC018553.2,-0.934390957,0.003229778
,MIR3116-2,NA,NA
,AP003392.14,0,NA
,Z96074.1,-0.035991061,NA
,MIR3202-2,NA,NA
,AC010487.2,0.081736462,NA
,AL592295.4,0.032959413,0.963368718
,HSFX3,0,NA
,VINAC1P,0.041983092,NA
,MIR4481,NA,NA
,MIR555,0.007525849,NA
,VSIG10L2,0,NA
,AP003392.15,NA,NA
,MIR92A1,NA,NA
,FAM238C,-0.620286234,0.077333116
,MIR1204,NA,NA
,MIR6727,NA,NA
,MIR6831,NA,NA
,MIR6884,NA,NA
,MIR6732,NA,NA
,MIR5193,NA,NA
,MIR7108,NA,NA
,MIR146A,NA,NA
,MIR4785,NA,NA
,MIR484,NA,NA
,AL023875.1,0,NA
,TAF11L11,NA,NA
,MIR6755,NA,NA
,MIR196B,NA,NA
,MIR4781,NA,NA
,MIR452,NA,NA
,AC241585.3,-0.471494752,0.482599233
,CPHXL,0,NA
,PMIS2,NA,NA
,MIR614,NA,NA
,MIR20A,NA,NA
,MIR6850,NA,NA
,AC141930.2,NA,NA
,MIR1178,NA,NA
,CR392000.2,NA,NA
,MIR6849,NA,NA
,MIR6778,NA,NA
,AL137798.3,NA,NA
,MIR632,NA,NA
,MIR4329,NA,NA
,TAF11L13,NA,NA
,MIR622,NA,NA
,MIR15A,NA,NA
,PRR33,0.825102969,0.103599229
,MIR936,NA,NA
,MIR7846,NA,NA
,MIR612,NA,NA
,MIR4453,NA,NA
,MIR6861,0,NA
,MIR4426,NA,NA
,MIR6510,NA,NA
,MIR29B1,NA,NA
,MIR630,NA,NA
,MIR1182,NA,NA
,MIR1302-11,NA,NA
,MIR3198-2,NA,NA
,MIR636,NA,NA
,MIR4485,NA,NA
,MIR18A,NA,NA
,MIR7844,NA,NA
,MIR144,NA,NA
,MIR6875,NA,NA
,MIR639,NA,NA
,MIR22,NA,NA
,AL137002.2,0.47662932,0.323002835
,MIR378I,NA,NA
,MIR6734,NA,NA
,AC096667.1,3.488404605,1.98E-87
,MIR6764,NA,NA
,MIR4751,NA,NA
,MIR214,NA,NA
,MIR4721,NA,NA
,MIR6872,NA,NA
,AC092053.3,-0.300492844,0.591934348
,MIR4738,NA,NA
,MIR7703,NA,NA
,MIR1247,NA,NA
,MIR3674,NA,NA
,MIR3960,NA,NA
,MTND3P18,NA,NA
,MIR1307,-0.031718829,NA
,MIR130B,0.009044968,NA
,SSU72P4,NA,NA
,MIR3911,NA,NA
,MIR4260,NA,NA
,AC132825.5,0.078834053,NA
,MIR7704,NA,NA
,MIR3916,NA,NA
,MIR3714,NA,NA
,BX664615.2,0,NA
,MIR1469,NA,NA
,MIR628,0.041983092,NA
,MIR1324,NA,NA
,AC011416.3,-1.050163293,0.004746728
,MIR761,NA,NA
,MIR155,NA,NA
,IGHV4-80,NA,NA
,AD000090.1,1.161345514,0.029743022
,AL512662.2,-0.192657892,0.756290129
,AC087645.4,0,NA
,MIR6743,NA,NA
,MIR1302-9,NA,NA
,MIR6132,NA,NA
,MIR192,NA,NA
,MIR133A1,NA,NA
,MIR637,NA,NA
,MIR5010,-0.070174422,0.928854939
,MIR18B,NA,NA
,MIR6878,NA,NA
,MIR423,NA,NA
,MIR3658,NA,NA
,MIR3917,NA,NA
,AC068137.3,NA,NA
,MIR600,NA,NA
,MIR4709,NA,NA
,LINC00032,-0.467378133,0.466533721
,IGHVIII-16-1,NA,NA
,MIR6791,NA,NA
,MIR3610,NA,NA
,MIR1248,NA,NA
,AP002851.1,0.501835991,0.462361686
,TAF11L8,NA,NA
,MIR6838,NA,NA
,MIR4442,-0.315360392,0.68274323
,AP000550.4,NA,NA
,AC099795.1,0.041983092,NA
,MIR365B,NA,NA
,GNG14,0.514589831,0.313868159
,AL445623.2,0.255182792,0.319616958
,TAF11L9,NA,NA
,MIRLET7A3,NA,NA
,AC017000.1,0.283056213,NA
,SLURP2,0,NA
,AC092652.2,0.191650717,0.827331567
,MIR492,NA,NA
,MIR4458,NA,NA
,AC073869.6,NA,NA
,MIR6084,NA,NA
,MIR6511B1,NA,NA
,MIR675,NA,NA
,MIR6502,NA,NA
,MIR6840,NA,NA
,MIR1281,-0.167729522,NA
,SSU72P5,NA,NA
,MIR4697,NA,NA
,HSPA14,-0.16840508,0.263685505
,MIR497,NA,NA
,MIR4468,NA,NA
,MIR6805,NA,NA
,MIR4761,-0.055237359,NA
,MIR29A,NA,NA
,MIR5196,NA,NA
,MIR5187,-0.087018296,NA
,MIR10A,NA,NA
,MIR296,NA,NA
,TAF11L6,NA,NA
,MIR20B,NA,NA
,MIR6836,NA,NA
,MIR650,NA,NA
,AC006460.2,0.004524855,0.994558637
,MIR7112,NA,NA
,MIR4315-1,NA,NA
,MIR5572,NA,NA
,AC002472.2,NA,NA
,MIR4469,-0.227070585,NA
,MIR6834,NA,NA
,MIR6887,NA,NA
,MIR6837,NA,NA
,AP000356.2,0.139228812,0.878368462
,AC012005.2,NA,NA
,MIR4758,NA,NA
,SNORD138,NA,NA
,MIR4775,NA,NA
,MIR1199,NA,NA
,MIR7109,NA,NA
,MIR4732,NA,NA
,MIR6844,NA,NA
,MIR5703,NA,NA
,MIR6073,NA,NA
,AC055733.5,-0.194028037,0.762641727
,AC099654.9,NA,NA
,MIR19B2,NA,NA
,MIR611,NA,NA
,MIR195,NA,NA
,MIR6800,NA,NA
,MIR6883,NA,NA
,MIR4707,NA,NA
,MIR198,NA,NA
,MIR6717,NA,NA
,MIR1825,NA,NA
,AP000356.3,0.110208269,0.895363553
,MIR6789,NA,NA
,AC002472.3,-0.300948375,NA
,MIR568,NA,NA
,MIR3654,NA,NA
,ATP6V0CP4,0,NA
,MIR1234,NA,NA
,MIR3618,NA,NA
,MIR6845,NA,NA
,MIR4700,NA,NA
,MIR6866,NA,NA
,MIR922,NA,NA
,MIR3150B,NA,NA
,MIR6756,NA,NA
,MIR4784,NA,NA
,MIR6758,NA,NA
,MIR3605,0.126628586,0.878081075
,MIR194-2,NA,NA
,MIR106A,NA,NA
,MIR6822,NA,NA
,MIR3940,-0.233515357,NA
,MIR7706,NA,NA
,MIR4523,NA,NA
,MIR3620,NA,NA
,AC013437.2,NA,NA
,AC068137.4,NA,NA
,MIR4315-2,NA,NA
,MIR6513,NA,NA
,MIR4763,NA,NA
,MIR5090,NA,NA
,MIR7-1,NA,NA
,MIR3606,NA,NA
,MIR143,NA,NA
,MIR6506,NA,NA
,MIR219A2,NA,NA
,MIR3615,NA,NA
,AL451007.3,-0.062378836,NA
,MIR21,NA,NA
,MIR671,NA,NA
,MIR1257,NA,NA
,SCO2,1.153136735,5.56E-08
,MIR6852,-0.045450416,NA
,AL158064.1,0,NA
,MIR658,0.078834053,NA
,MIR6847,NA,NA
,MIR137,NA,NA
,MIR29B2,NA,NA
,MIR19A,NA,NA
,FP325313.1,NA,NA
,MIR29C,NA,NA
,MIR1909,NA,NA
,MIR202,NA,NA
,AC099654.10,NA,NA
,MIR937,0,NA
,MIR6848,NA,NA
,MIR424,-0.031718829,NA
,AP000356.4,0.370117392,0.599171906
,TAF11L5,NA,NA
,LINC02767,-0.509404412,0.358195662
,MIR1539,NA,NA
,LINC02801,0.042021575,0.96444416
,AC009452.1,NA,NA
,MIR6716,NA,NA
,MIR2682,NA,NA
,MIR6516,NA,NA
,MIR711,NA,NA
,MIR4444-1,NA,NA
,MIR1973,NA,NA
,MIR5004,NA,NA
,MIR8085,NA,NA
,MIR6773,NA,NA
,MIR4657,NA,NA
,AC132825.6,NA,NA
,MIR4683,NA,NA
,MIR4534,0.041983092,NA
,MIR1181,NA,NA
,MIR7855,NA,NA
,MIR4321,NA,NA
,MIR4800,NA,NA
,MIR7162,NA,NA
,MIR6843,NA,NA
,TAF11L4,NA,NA
,MIR4712,NA,NA
,MIR718,0.554595428,0.263835854
,MIR378D2,NA,NA
,MIR6820,NA,NA
,AC099654.11,NA,NA
,MIR7113,NA,NA
,AC007326.5,-0.031718829,NA
,AC132825.7,NA,NA
,MIR3179-1,NA,NA
,SSU72P2,NA,NA
,C2orf81,0.209040444,0.528597181
,AL391650.2,NA,NA
,MIR939,NA,NA
,MIR6742,NA,NA
,MIR7114,NA,NA
,MIR124-1,NA,NA
,MIR3175,NA,NA
,MIR3655,NA,NA
,AC006927.2,0.041983092,NA
,AC132825.8,NA,NA
,MIR9-3,NA,NA
,MIR4741,NA,NA
,MIR1302-2,NA,NA
,MIR4651,NA,NA
,MIR2277,NA,NA
,MIR631,NA,NA
,MIR2117,NA,NA
,MIR940,NA,NA
,MIR3622A,NA,NA
,MIR142,NA,NA
,TAF11L10,NA,NA
,MIR34A,NA,NA
,MIR6125,NA,NA
,MIR4745,NA,NA
,MIR519A2,NA,NA
,MIR224,NA,NA
,MIR6824,NA,NA
,MIR5047,NA,NA
,MIR4640,NA,NA
,MIR6808,NA,NA
,TAF11L2,NA,NA
,MIR19B1,NA,NA
,AC092017.4,0,NA
,AL589669.1,0,NA
,MIR1244-1,NA,NA
,AC006328.2,NA,NA
,MIR4313,NA,NA
,MIR147B,NA,NA
,MIR24-2,NA,NA
,MIR4496,0.069550699,NA
,AL139398.1,0,NA
,MIR4750,NA,NA
,PERCC1,-0.232495979,NA
,MIR3184,NA,NA
,MIR7107,0.086004723,NA
,MIR5001,NA,NA
,MIR6733,NA,NA
,MIR3191,NA,NA
,MIR4649,NA,NA
,MIR1287,NA,NA
,MIR1908,NA,NA
,AL391117.1,NA,NA
,MIR663A,NA,NA
,MIR7110,NA,NA
,MIR4724,NA,NA
,MIR8072,NA,NA
,MIR4647,NA,NA
,AC092329.4,-0.173756119,0.784479402
,AC020912.1,-0.36066726,0.599015926
,MIR1914,NA,NA
,MIR4691,NA,NA
,MIR6869,NA,NA
,SSU72P7,NA,NA
,TAF11L3,NA,NA
,MIR122,NA,NA
,MIR2110,NA,NA
,MIR197,NA,NA
,MIR1236,NA,NA
,MIR9-2,NA,NA
,MIR6501,NA,NA
,MIR664B,NA,NA
,AC093326.2,NA,NA
,MIR1-2,NA,NA
,MIR1304,NA,NA
,MIR24-1,NA,NA
,MIR302B,0,NA
,MIR1306,NA,NA
,TAF11L7,NA,NA
,MIR6721,-0.031718829,NA
,CR769775.2,-0.512514952,0.428927501
,MIR4720,-0.231337733,0.757909247
,AC099654.12,-0.031718829,NA
,SMIM39,NA,NA
,MIR1292,NA,NA
,MIR4680,NA,NA
,AC025287.4,0.430729353,0.463683337
,MIR205,NA,NA
,MIR6890,NA,NA
,MIR6751,NA,NA
,AC011471.4,0.122879473,0.856260892
,THSD8,-0.062567132,NA
,MIR564,NA,NA
,MIR363,NA,NA
,AC134980.2,NA,NA
,MIR3652,NA,NA
,MIR133A2,NA,NA
,AC006063.2,NA,NA
,VAMP9P,0.016328762,NA
,MIR6873,NA,NA
,MIR4658,NA,NA
,MIR6741,NA,NA
,MIRLET7B,NA,NA
,AC006927.3,-0.101484956,0.882568458
,AC004834.1,-0.087561135,0.928121021
,MIR4687,NA,NA
,AC015802.6,0.129287986,0.88293384
,MIR4723,NA,NA
,MIR6748,NA,NA
,MIR17,NA,NA
,MIR92A2,NA,NA
,AC066615.1,0.041983092,NA
,MIR4517,NA,NA
,MIR3614,NA,NA
,LINC01226,-0.283396933,0.710390889
,MIR330,NA,NA
,SSU72P3,NA,NA
,MIR2861,NA,NA
,MIR8069-1,NA,NA
,MIR6886,NA,NA
,MIR1302-10,NA,NA
,AC099654.13,NA,NA
,MIR4788,NA,NA
,MIR3064,NA,NA
,MIR451A,NA,NA
,MIR223,NA,NA
,MIR371B,NA,NA
,MIR7705,NA,NA
,AC099654.14,NA,NA
,MIR6787,NA,NA
,MIR4793,0.041983092,NA
,MIR935,NA,NA
,MIR5006,-0.136037839,NA
,MIR4722,0.083949994,NA
,MIR92B,NA,NA
,MIR943,NA,NA
,AC006927.4,0,NA
,AL357143.2,NA,NA
,MIR7847,0.041983092,NA
,MIR6785,NA,NA
,MIR4467,NA,NA
,AC093390.2,NA,NA
,AL590440.2,0.076548462,0.939220492
,AL031432.4,-0.406012484,0.357348914
,AC105233.4,-0.063120407,NA
,AC127526.3,0.013722878,0.98421206
,AL121936.1,0.731529874,0.158622833
,OR8B3,NA,NA
,AC107918.4,0.393420247,0.481219383
,AL513478.2,NA,NA
,AL591543.1,0.265523993,NA
,AC068587.5,-0.1867636,0.774686202
,AF228730.4,0.972688614,0.036036114
,AL078582.1,NA,NA
,AL139823.1,NA,NA
,AC134684.6,-0.044338496,NA
,AL391294.1,0.09711852,0.890450433
,AC079776.3,NA,NA
,AF228730.5,0.449536964,0.427596596
,AP000553.4,-0.623813159,0.302582573
,SCYGR10,NA,NA
,LINC02786,0,NA
,AC092902.4,-0.113981121,NA
,AP000867.4,NA,NA
,AC079781.4,0.820411614,0.096271768
,AC091304.10,NA,NA
,SCYGR1,NA,NA
,AP000553.5,-0.678475829,0.02358055
,SCYGR4,0,NA
,AL354702.2,NA,NA
,AL031590.1,0.236443181,0.772810167
,AC092821.4,-0.645903963,0.222797141
,SCYGR8,NA,NA
,AC073648.6,0.031343416,0.968913484
,AC099063.3,NA,NA
,AC005551.1,0,NA
,AP006294.2,0.041983092,NA
,AL590434.2,0.012690691,NA
,AL139254.2,NA,NA
,AL139424.2,0.220456755,0.769054883
,SCYGR2,NA,NA
,AL592182.2,0.041983092,NA
,AL031291.1,0,NA
,AC097493.4,0.166143808,0.849535068
,AC009093.8,0.372409791,0.37657081
,AL031430.1,0,NA
,AP000553.6,-0.190601219,0.824409361
,BX323043.1,-0.126883064,0.872619621
,AL357509.1,-0.031718829,NA
,AP000553.7,-0.897622224,0.105681855
,AC084121.3,0.535478987,NA
,AL645937.4,NA,NA
,AL031432.5,-0.071496147,0.944256583
,AL513478.3,NA,NA
,AC073869.8,-0.078186624,NA
,AC092902.5,-0.133223518,NA
,AC105233.6,0.155440375,NA
,OR4F16,NA,NA
,AC068587.6,0.175636292,NA
,AL161756.3,-0.467270266,0.494441026
,AC002472.4,NA,NA
,Z98259.2,NA,NA
,SCYGR5,NA,NA
,LINC02780,NA,NA
,AC092053.4,-0.035828181,0.969385125
,AC092128.1,0.752277544,0.174990851
,AC009093.9,0.034117906,0.944809221
,AC092865.3,2.19615614,4.35E-06
,LINC02781,0,NA
,AC116667.2,-0.06856979,NA
,AL645944.2,NA,NA
,AL031985.4,0.00463384,NA
,LINC02811,-0.15888527,0.845282175
,AL356585.10,NA,NA
,OR8B2,NA,NA
,AC078776.2,NA,NA
,AC092442.1,NA,NA
,AC119674.2,0.041983092,NA
,AC092865.4,NA,NA
,AL121936.2,0.081824656,NA
,OR7E84P,0,NA
,CD300H,0.738143678,0.207931582
,AC073111.4,-0.936360766,4.79E-06
,Z98259.3,NA,NA
,LINC02606,-0.513763333,0.327123844
,AL355602.1,0,NA
,LINC02808,0.071842232,NA
,AC084121.4,0.078834053,NA
,AL445648.1,-0.062045798,NA
,AL049637.1,-0.031718829,NA
,TMEM247,NA,NA
,AL136115.3,0,NA
,AL805961.1,-0.036774708,NA
,SCYGR3,NA,NA
,AL596257.1,-0.031718829,NA
,AC073869.9,NA,NA
,AC079781.5,0.948935549,0.05650631
,AL031731.1,-0.062087727,NA
,KF456110.1,-0.39295183,0.591231962
,Z98257.2,-0.031718829,NA
,AC010325.3,0.00458486,0.993169401
,SMIM38,-0.222417331,NA
,AP001153.1,NA,NA
,AL034417.4,-0.320486304,0.678157669
,AC087269.2,-0.062505221,NA
,SCYGR7,NA,NA
,AL033527.4,0.219314016,0.495607187
,AC117945.2,0.041983092,NA
,AL662907.3,-0.031718829,NA
,OR8S1,0,NA
,AC068587.7,NA,NA
,SCYGR6,NA,NA
,AL109936.8,-0.062561601,0.947445952
,AC116562.4,0.442555712,0.360073589
,AF228730.6,0.078834053,NA
,TMDD1,-0.159415436,0.841457795
,AC083906.5,-0.611884112,0.313410754
,OR4F29,NA,NA
,AC099063.4,0.059719973,NA
,AL139424.3,0.290084378,0.708398161
,RNA5SP343,0,NA
,AL358472.5,0.225587016,0.622782528
,BX005132.1,NA,NA
,AL645728.2,-0.548681237,0.397154811
,OR11P1P,NA,NA
,AL139254.3,NA,NA
,AL591163.1,0,NA
,AL589702.1,-0.031718829,NA
,AC068587.8,NA,NA
,AL034417.5,-0.920331136,0.003396341
,AL513220.1,-0.175636055,NA
,EEF1AKMT4,-0.53575989,0.023023091
,AL449105.1,NA,NA
,TBCE,0.145871877,0.749881346
,AC132217.2,NA,NA
,AC091057.5,-0.664386024,0.288945974
,AC183088.1,NA,NA
,SMIM41,-0.031718829,NA
,AC008397.1,0.128946384,NA
,AC099791.3,-0.954147417,0.005691443
,AL365394.1,0.200274711,NA
,AL356747.1,0,NA
,GCSAML-AS1,NA,NA
,AL121935.1,NA,NA
,AL049557.1,-0.462878933,0.492331555
,AC183088.2,NA,NA
,AC007846.1,NA,NA
,AC018637.1,0,NA
,AC004893.2,NA,NA
,FAM91A2P,-0.622906482,0.31381155
,AP000812.4,NA,NA
,AL355981.1,0,NA
,AC093323.4,NA,NA
,LINC02359,NA,NA
,AC091185.2,0.071248018,NA
,CCDC39,0.525534636,0.007713491
,AL449105.2,NA,NA
,OOSP1,-1.418348296,5.08E-12
,AL359762.1,0.265681994,0.491626297
,AC021066.3,0,NA
,OR4H6P,NA,NA
,AC119676.1,NA,NA
,AC074008.1,0.015597156,NA
,ARHGAP11B,-0.115336293,0.815046239
,AL121935.2,-0.031718829,NA
,AL445205.1,0,NA
,AC005280.2,0.496317796,0.417364947
,AC017083.4,0,NA
,AC048338.2,0.224182833,0.698990421
,AL355798.1,0.297393422,NA
,AL662884.3,-0.031718829,NA
,AF131216.5,NA,NA
,AC007262.2,0.384476759,0.427926002
,AL449105.3,NA,NA
,AC242842.2,NA,NA
,AL138689.2,-0.031718829,NA
,AC093827.4,-0.743380264,0.002899332
,AL049629.2,NA,NA
,BX255925.3,-0.591920546,0.001961569
,AL160272.1,0.836282698,0.015590241
,UPK3BL2,0.389394909,0.357673781
,AL109840.1,-0.257237843,0.682016099
,AL449043.2,NA,NA
,LINC02203,NA,NA
,AL590282.2,0.441651002,0.474136977
,AL591518.1,-0.979829104,0.077498308
,OOSP4A,-0.353865084,0.640328901
,AC092723.3,0.082315001,NA
,AC017002.4,0,NA
,AC245140.3,0.436378925,0.418731703
,AC020765.5,0.139384299,0.839864875
,AL022312.1,NA,NA
,AC090001.2,NA,NA
,AC091057.6,-0.669679867,0.281512895
,AC092723.4,-0.608177657,0.288945974
,AL035412.1,-0.087575678,NA
,AC099499.2,NA,NA
,AC093512.2,-0.238416706,0.648205858
,AC006548.3,NA,NA
,SLC7A14-AS1,0.203194285,0.747219525
,TBCE,-0.06856979,NA
,AC135721.2,NA,NA
,AC245100.9,NA,NA
,AC074008.2,NA,NA
,AL449105.4,NA,NA
,ARHGAP11B,0.205841174,0.800420496
,AL513493.1,NA,NA
,AC068724.4,-0.087951011,0.922859939
,AC004593.1,-0.14090585,0.867344776
,AC002074.1,-0.478024208,0.34877106
,AL109840.2,-0.199841209,0.814503458
,LINC01488,NA,NA
,AC025887.2,-0.044732494,NA
,AL359555.2,0,NA
,AC021066.4,NA,NA
,AL451123.1,1.635128674,7.15E-16
,AC016831.6,0.310452801,0.563399668
,AC103718.1,-1.541706579,1.03E-16
,AL162588.1,0.041983092,NA
,AC135068.10,NA,NA
,PIGY-DT,0.010234446,NA
,AC092306.1,0,NA
,AL358113.1,0.241811296,0.74247969
,AC022506.1,NA,NA
,OR4Q1P,NA,NA
,AC006927.5,-0.048861811,0.95722326
,AC140134.1,NA,NA
,AC092153.1,NA,NA
,AL627422.2,0.114052432,NA
,AL139082.2,NA,NA
,AC004593.2,0.058632597,NA
,AC092723.5,-1.377951664,0.000533882
,AC124014.1,-0.432414775,0.414080937
,AL358117.1,NA,NA
,AL357556.4,NA,NA
,AC093154.1,NA,NA
