DESeq2_MV4;11_MEN1-WT+1uM SNDX5613 vs. MEN1-WT+DMSO,Gene,log2FC,padj
,MED15P8,0,NA
,AC022118.1,NA,NA
,C8orf34-AS1,NA,NA
,AC078850.2,NA,NA
,AC092349.1,NA,NA
,KRTAP9-12P,NA,NA
,LINC01095,0,NA
,LINC02432,0.041977308,NA
,AC022447.3,NA,NA
,AC079226.2,0.01191074,NA
,PMPCAP1,-0.059841596,NA
,DYNLL1P6,0,NA
,AC009238.3,NA,NA
,APOBEC3AP1,NA,NA
,AC108078.1,NA,NA
,PCBP2P3,-0.009920073,NA
,AC024587.1,-0.03025415,0.955557855
,ZNF807P,0.159006153,NA
,AC008638.1,NA,NA
,MARK2P5,NA,NA
,AC097512.1,-0.009920073,NA
,PGAM1P13,0,NA
,AC021660.2,0,NA
,AL645949.1,-0.056922543,NA
,AC011396.1,NA,NA
,AL645949.2,0,NA
,LINC02753,NA,NA
,LINC02065,0.000995333,NA
,AC074087.1,NA,NA
,PPBPP2,0,NA
,AC078867.1,0.02127343,NA
,AC006427.1,NA,NA
,AC113352.1,0,NA
,HNRNPH1P3,0.088086627,0.864050414
,AC104211.1,0.215334743,0.572961303
,LINC01574,0,NA
,AC097376.2,0.110581753,NA
,USP46-AS1,-0.055158293,0.871911044
,AC010625.1,0,NA
,LINC02511,0,NA
,AC026782.2,0,NA
,LINC02431,NA,NA
,SERBP1P6,-0.277803727,0.519418636
,C5orf17,NA,NA
,AC091917.2,NA,NA
,PGBD4P4,NA,NA
,AC022447.4,0,NA
,ICE2P1,-0.053267765,NA
,AC010245.1,NA,NA
,B4GALNT2P1,NA,NA
,AC010280.2,0.045947974,NA
,AC118465.1,0,NA
,UGT2A3P7,NA,NA
,HHIP-AS1,0.003523372,NA
,AC091860.1,NA,NA
,FAM138E,NA,NA
,AC068531.2,NA,NA
,AC105001.1,0.122690929,0.780613064
,AC022126.1,0.022244904,NA
,LINC01846,0,NA
,AP000867.1,NA,NA
,FMN1,3.231269469,2.01E-35
,MTND2P33,NA,NA
,LINC02239,NA,NA
,HMGB1P21,-0.057820732,NA
,AC009800.1,NA,NA
,AC096736.1,NA,NA
,PHBP14,NA,NA
,ACTR6P1,NA,NA
,NUP210P3,0.156923213,NA
,AC008808.1,NA,NA
,USP17L19,NA,NA
,AC021193.1,NA,NA
,MTND5P11,0.95958649,0.004570114
,AC139713.1,NA,NA
,AC021087.1,0.090920049,0.860435879
,AC114801.2,0.288402585,NA
,AC114284.1,NA,NA
,AC008837.2,NA,NA
,HIGD1AP3,0,NA
,AC020893.1,-0.057845725,0.869483652
,MTCYBP40,NA,NA
,AC046134.2,0.183926296,0.609776389
,USP17L22,NA,NA
,AC034234.1,0.01191074,NA
,AC027607.1,0.25961543,0.439286355
,AC111198.1,NA,NA
,LINC01335,0,NA
,AC140125.1,-0.009920073,NA
,FAM90A6P,NA,NA
,MTND3P22,NA,NA
,AC122719.1,-0.038458503,NA
,LDHBP3,NA,NA
,MTCO2P32,NA,NA
,AC027801.2,NA,NA
,AC113367.2,0,NA
,HMGB1P44,0,NA
,ZSWIM5P3,0.01191074,NA
,AC025773.1,NA,NA
,AC131254.1,0.022001815,NA
,AC011389.2,NA,NA
,BCLAF1P1,-0.150502162,0.765883176
,AC022493.2,0,NA
,AC012640.1,0.253209173,0.468513077
,AC137810.1,NA,NA
,KRT8P46,0.613450454,0.080821805
,AC106799.2,NA,NA
,AL133372.2,NA,NA
,AC095057.1,NA,NA
,AC009901.1,NA,NA
,LAMTOR3P2,0.01191074,NA
,AC019163.1,0.01885762,NA
,AC004054.1,NA,NA
,PRDX4P1,NA,NA
,AC093700.2,-0.303755604,0.466037322
,LINC02758,NA,NA
,AC097375.1,NA,NA
,AC124852.1,0.014987756,NA
,LINC02231,0.01191074,NA
,AC145098.1,-0.029115693,0.953915644
,EFL1P2,0,NA
,AC093722.1,NA,NA
,AC093895.2,0,NA
,AC096745.1,NA,NA
,CLUHP4,NA,NA
,PRMT5P1,0.133710812,NA
,FAM90A4P,NA,NA
,AL136360.1,-0.026266054,NA
,AL691482.4,NA,NA
,AC097518.1,NA,NA
,AC104819.1,NA,NA
,FTH1P21,-0.045264766,NA
,HMGN2P4,0.085659198,0.867679714
,AC112198.3,NA,NA
,AC094108.1,NA,NA
,GAPDHP56,NA,NA
,AC108471.1,NA,NA
,SNORA58,-0.0482847,NA
,AC008549.2,NA,NA
,AC093599.1,NA,NA
,AC010486.2,NA,NA
,ZNF519P4,NA,NA
,CTNNA1P1,-0.314702228,0.484670845
,AC004672.1,NA,NA
,SUMO2P6,0.009930239,0.983168858
,CLMAT3,0.34452433,0.268479629
,AC092674.1,NA,NA
,AARS1P1,NA,NA
,AC009567.1,NA,NA
,AC008771.1,0.107037803,0.840869859
,MTND3P24,NA,NA
,COX6B1P5,0,NA
,TRAV31,NA,NA
,AC074124.1,NA,NA
,AC021242.1,0.012035864,NA
,AC112518.1,NA,NA
,AC093810.1,NA,NA
,AC106794.1,0,NA
,FAM138D,NA,NA
,TBCAP3,0,NA
,AC099343.1,0,NA
,MAST4-IT1,NA,NA
,AC109492.1,NA,NA
,KRT18P25,-0.009920073,NA
,PCNAP1,NA,NA
,LINC02496,0,NA
,AC008417.1,-0.009920073,NA
,LINC01033,0.002798973,NA
,EGFLAM-AS3,NA,NA
,AC114801.3,0.576684231,0.11929287
,WSPAR,0.01191074,NA
,NDUFB2P1,NA,NA
,AL158068.1,0,NA
,AC118282.2,NA,NA
,OR5M14P,NA,NA
,C5orf66-AS1,-0.646919292,1.93E-07
,AC027627.1,0.139174686,0.683781494
,AC035140.1,NA,NA
,AC051649.1,NA,NA
,ZNF436-AS1,0.715609084,0.058233785
,AIG1P1,0.01191074,NA
,AC093903.1,0.01191074,NA
,PPIAP77,0.004260342,NA
,AC007834.1,0,NA
,LINC02362,-0.133642057,0.705619452
,AC055733.1,NA,NA
,AC025475.1,NA,NA
,AC008885.2,NA,NA
,AC008834.1,NA,NA
,AC034223.1,NA,NA
,USP17L17,NA,NA
,AC096725.1,NA,NA
,AC097537.1,NA,NA
,AC140125.2,NA,NA
,AC108517.1,NA,NA
,AC112196.1,NA,NA
,AC022447.5,NA,NA
,HAUS5,0.58260028,1.00E-17
,IRX4-AS1,0,NA
,MTND6P4,0.170452868,0.592704412
,AC105389.1,NA,NA
,AC093821.1,0,NA
,MTND3P3,NA,NA
,LINC02215,0,NA
,SUDS3P1,0.174639778,0.677831025
,PSD2-AS1,0.01191074,NA
,AC116347.2,NA,NA
,AC084871.1,0,NA
,PRDX2P3,0.043409883,NA
,AC074134.1,-0.390428829,0.335707511
,LINC02517,-0.014844246,NA
,AC006445.2,0.004910071,NA
,AC099522.1,-0.093487284,0.849386806
,AC010267.1,NA,NA
,LNCPRESS2,NA,NA
,AC026414.1,NA,NA
,TAF11L12,NA,NA
,AC093259.1,NA,NA
,PCDHA11,0,NA
,AC091965.1,NA,NA
,LINC02213,NA,NA
,ADAM20P3,NA,NA
,AL121809.2,-0.009920073,NA
,AC092336.1,NA,NA
,SEMA6A-AS2,0.239154016,NA
,AC026780.1,NA,NA
,AC096713.1,0,NA
,AC021192.2,0,NA
,LINC01093,0.053629526,NA
,AC106744.1,NA,NA
,AC008534.1,0,NA
,AC027801.3,-0.174410415,0.616333521
,MTND4P29,NA,NA
,AC020900.1,NA,NA
,SUMO2P4,-0.020122384,NA
,AC107074.1,0,NA
,AC140125.3,NA,NA
,ENPP7P1,0,NA
,AC245052.6,NA,NA
,UBE2V1P12,NA,NA
,MTND3P25,-0.002268795,NA
,HSPD1P5,-0.591958562,0.015062946
,TMEM132D-AS1,NA,NA
,OR10J9P,0,NA
,AC106822.1,NA,NA
,AC026785.3,NA,NA
,AC110775.1,0,NA
,AC114291.1,0,NA
,LINC02224,NA,NA
,GCNT1P2,NA,NA
,AC079921.1,0.072505514,0.838022999
,GAPDHP38,-0.390184375,0.324234447
,ATP1B1P1,0.057820357,NA
,AC079097.1,NA,NA
,NCOA4P4,-0.138669091,0.673146177
,AC105389.2,NA,NA
,AC108199.1,-0.01488482,NA
,ATP5MGL,-0.145684612,0.76959398
,AC117460.1,NA,NA
,SUCLG2P4,NA,NA
,AC068944.1,NA,NA
,NAMPTP2,NA,NA
,CDH12P2,NA,NA
,CASC16,0.01191074,NA
,AC108063.1,0.036847033,NA
,AC021146.4,NA,NA
,AC008892.1,0.002834373,NA
,AL359273.2,0,NA
,BCL9P1,0,NA
,AC095059.2,0.122366258,NA
,LINC02265,0.01191074,NA
,TMEM150C,0.002343684,NA
,AC110373.1,-0.591887475,0.124748286
,NCOA4P3,0.132101186,0.797979127
,MTCYBP17,NA,NA
,AC010226.1,0.033358108,0.951837127
,C1QTNF7-AS1,-0.183140442,0.623423805
,AC093004.1,0,NA
,PGAM1P9,-0.009920073,NA
,ATP5MGP3,0.085788379,0.839282337
,AC097473.1,NA,NA
,AC079193.2,NA,NA
,AC027613.1,NA,NA
,AC109464.2,NA,NA
,AC112250.1,0,NA
,PARP4P3,NA,NA
,EEF1A1P9,0.229536146,0.147900033
,MTHFD2P6,0,NA
,LINC00939,0.01191074,NA
,AC093909.2,NA,NA
,KATNBL1P4,0.01191074,NA
,HNRNPA1P44,0.024564331,0.958384989
,UNC93B8,0.02176801,NA
,PDLIM1P4,0.987502393,0.00240952
,AC093817.1,NA,NA
,AC104119.1,NA,NA
,AC092436.2,0,NA
,AC112249.1,NA,NA
,LINC02057,-0.009920073,NA
,AC233724.6,0,NA
,ACTR3BP4,NA,NA
,AC095050.2,NA,NA
,AC114981.1,NA,NA
,AMD1P3,0.004281647,NA
,AC091874.3,0,NA
,SLC25A15P5,NA,NA
,AC010460.2,NA,NA
,AC010181.1,NA,NA
,AC091868.2,NA,NA
,AC145146.1,NA,NA
,LINC02174,NA,NA
,AC108120.2,NA,NA
,FTH1P24,0.060580067,NA
,AC104779.1,NA,NA
,AC048346.1,NA,NA
,LINC01411,0,NA
,LINC01088,0.276371237,0.456355651
,AC020703.1,0.008420444,0.979226551
,APOBEC3B-AS1,0.01191074,NA
,TERF1P3,0,NA
,ARL2BPP4,0,NA
,AF131216.2,NA,NA
,AC002460.1,NA,NA
,AC010468.2,NA,NA
,AC133963.2,-0.009920073,NA
,OR5H5P,NA,NA
,AC025183.1,0.01191074,NA
,AC036214.1,-0.068513615,NA
,AC095060.1,NA,NA
,LINC02149,NA,NA
,AC245452.4,NA,NA
,AC084048.1,NA,NA
,AC093523.2,NA,NA
,SNX18P25,NA,NA
,HMGB1P47,NA,NA
,AC124017.1,0.01191074,NA
,LINC01333,0,NA
,LINC02405,0,NA
,LINC01016,0,NA
,AC073648.2,NA,NA
,UGDH-AS1,0.518769482,0.18673928
,AC114928.1,NA,NA
,AC096754.1,NA,NA
,LINC02198,NA,NA
,NPM1P27,-0.472906849,1.07E-09
,AC093274.1,0.01191074,NA
,AC034232.1,-0.312404794,0.472757343
,LINC02488,0,NA
,AC011411.1,0.029393638,NA
,AC112206.2,0.001829935,NA
,FABP5P12,0.034895586,NA
,AC103851.1,NA,NA
,ATP6V1G1P6,NA,NA
,AC093879.1,0,NA
,CASC11,-0.496666344,0.116484554
,LINC01060,0,NA
,AL033397.2,0,NA
,AC138853.1,NA,NA
,LINC00500,0.657990035,0.019785892
,LINC02619,NA,NA
,LINC02071,0,NA
,MTCO2P9,NA,NA
,KRTAP5-14P,NA,NA
,AC023794.4,NA,NA
,AC096588.2,0,NA
,CASC9,0.067717106,NA
,LINC02212,-0.009920073,NA
,HMGB3P17,NA,NA
,AC008413.2,NA,NA
,AC010445.1,NA,NA
,AC022441.1,0.01191074,NA
,AC015909.1,-0.009920073,NA
,IL20RB-AS1,0,NA
,AC025741.1,NA,NA
,AK4P2,0,NA
,AC022325.1,NA,NA
,AC010285.1,0.150821171,NA
,AC116049.2,NA,NA
,AC107393.1,NA,NA
,AC117383.1,NA,NA
,AC005741.1,NA,NA
,AC023136.1,NA,NA
,ADAMTS19-AS1,NA,NA
,LINC02477,NA,NA
,AC093206.1,NA,NA
,AC016598.1,NA,NA
,AC008628.1,NA,NA
,AC022137.2,NA,NA
,AC008780.1,0.01191074,NA
,NAIP,2.677533762,2.57E-118
,KRT18P45,NA,NA
,HMGN1P14,0,NA
,AC110767.1,NA,NA
,AC097493.3,0,NA
,AC114324.2,NA,NA
,TRAJ60,NA,NA
,MTCO1P24,NA,NA
,MRPL57P6,NA,NA
,AC021491.1,-0.009920073,NA
,AC093878.1,NA,NA
,AC092834.1,NA,NA
,GZMAP1,NA,NA
,AL731577.2,-0.129440687,0.776871184
,AC092673.1,NA,NA
,ZNF286B,-0.794262674,0.00231755
,LINC02500,NA,NA
,MLLT10P2,NA,NA
,AC096711.1,NA,NA
,LINC01091,0.070627618,0.82003394
,RBMXP4,0.015291529,0.973192264
,H2AL1QP,NA,NA
,ZNF324B,0.325426591,0.017682801
,AC147055.2,NA,NA
,AC020651.1,NA,NA
,AC008467.1,0.138915342,0.71970898
,AC010307.3,0.01191074,NA
,AC096736.2,NA,NA
,SPATS1,0.002991813,NA
,USP17L14P,NA,NA
,AC026726.1,0.060929883,NA
,LINC01470,0,NA
,RBBP4P1,-0.322072518,0.067631221
,AC091912.1,NA,NA
,LINC01586,0.107343062,NA
,NACAP5,-0.074780175,NA
,GAPDHP70,-0.457364127,0.271149655
,LINC02146,NA,NA
,EGFLAM-AS1,NA,NA
,AC114956.2,0.625439714,0.073162974
,ANKRD20A18P,0.230537985,0.423390526
,AC008629.1,0.09252057,0.793149631
,AC117525.1,NA,NA
,LINC02075,NA,NA
,LINC01179,0,NA
,USP9YP2,NA,NA
,AC006160.1,0.435680984,0.217860717
,HMGN1P16,NA,NA
,PCDHA14,NA,NA
,AC108673.1,NA,NA
,ZEB2P1,-0.056591666,0.876027059
,NEUROG2-AS1,NA,NA
,AP003478.1,NA,NA
,AC110751.1,NA,NA
,TMEM251P1,NA,NA
,LINC02113,NA,NA
,PRELID3BP6,0,NA
,AC011352.2,NA,NA
,LINC01438,NA,NA
,AC093824.1,0,NA
,LINC02114,NA,NA
,AC147876.1,NA,NA
,AC034159.1,NA,NA
,AC008667.1,0,NA
,AC098799.2,NA,NA
,MIR302CHG,0.079169547,0.814194346
,LINC01258,NA,NA
,MRPS36P2,NA,NA
,AC117383.2,NA,NA
,AC116359.1,0,NA
,EEF1A1P21,-0.053193231,NA
,MCTP1-AS1,NA,NA
,AC092440.1,NA,NA
,LINC01234,-0.045412438,NA
,LINC02216,0.033741552,NA
,PPP2R2B-IT1,NA,NA
,TMEM248P1,NA,NA
,HSPD1P15,NA,NA
,RCC2P4,0.012313019,NA
,AC091885.1,NA,NA
,AC098976.1,0,NA
,AC097510.1,NA,NA
,SERBP1P5,-0.500680569,7.49E-06
,AC104793.1,NA,NA
,AC034231.1,0.061300336,0.910392526
,AC226118.1,NA,NA
,AC010424.1,-0.009920073,NA
,AC113420.1,0,NA
,MTATP6P22,NA,NA
,CLRN2,NA,NA
,RPL7L1P4,NA,NA
,LINC02225,0,NA
,AC010280.3,NA,NA
,AC139887.2,0.458032503,0.036790976
,AC011405.1,0.125024909,NA
,BMPR1B-DT,NA,NA
,AC106806.2,0,NA
,LINC01187,0,NA
,AL589765.4,0.584816735,0.139888085
,AC096564.2,0.01191074,NA
,AC008652.1,NA,NA
,TRAPPC2P7,NA,NA
,AC108103.1,NA,NA
,AC080188.1,NA,NA
,AC010255.2,NA,NA
,LINC02173,NA,NA
,LINC02503,NA,NA
,CCNB3P1,0,NA
,AC106872.6,0,NA
,LINC02465,0.272211952,0.361523778
,HMGN1P13,NA,NA
,H3P18,NA,NA
,AC113349.1,NA,NA
,AC079858.1,0.01191074,NA
,AC024560.2,0.364065946,0.349211727
,AC017037.1,NA,NA
,LINC00942,0.084067001,NA
,AC005699.1,0,NA
,OR52V1P,0,NA
,USP9YP5,NA,NA
,AC109361.1,-0.053032781,NA
,AC008438.1,-0.127624149,0.780424671
,AC027343.1,NA,NA
,AC022092.1,-1.558613355,1.72E-09
,HOXC13-AS,NA,NA
,AC097521.1,0,NA
,OR7E94P,NA,NA
,C5orf66-AS2,-0.009920073,NA
,MRPS33P2,0,NA
,AC106772.1,-0.018408036,NA
,VN1R104P,0,NA
,AC008434.1,0.293930896,0.44382351
,AC005823.1,NA,NA
,TNRC18P1,0,NA
,LINC02218,0.054385322,NA
,AC027338.1,0.135692451,0.620467151
,LINC01259,NA,NA
,KRT18P56,NA,NA
,CARMN,0.061633859,NA
,NOP14-AS1,0.19144445,0.153194344
,AC097487.1,NA,NA
,AC097716.1,NA,NA
,AC106897.2,0.012396474,NA
,TUBA3GP,NA,NA
,KRT19P3,NA,NA
,AC106795.2,-0.246997556,0.469769345
,AC079921.2,0.082600236,NA
,AC108078.2,NA,NA
,AC022447.6,NA,NA
,AC138517.1,0.01191074,NA
,AC110813.1,NA,NA
,AC026117.1,0,NA
,AC009567.2,NA,NA
,THEGL,NA,NA
,AC026369.1,-0.015438768,NA
,AC034245.1,NA,NA
,MTCO3P9,NA,NA
,LINC02261,NA,NA
,SRD5A3-AS1,-0.010536722,0.984203577
,AC105384.1,0,NA
,AC112242.1,NA,NA
,ZNF564,0.156401778,0.229299356
,AP001961.1,NA,NA
,AC026725.1,NA,NA
,FER1L5,0.012735956,0.973658984
,AC110760.2,NA,NA
,AC112206.3,NA,NA
,AC025752.1,0,NA
,AC079942.1,NA,NA
,TUBB1P1,NA,NA
,AC097494.1,NA,NA
,AC093755.1,0,NA
,OR10J4,NA,NA
,AC126768.2,NA,NA
,AC021146.5,NA,NA
,LINC02242,NA,NA
,AC020980.1,NA,NA
,AC008691.1,0.169171673,0.737505683
,OSMR-AS1,NA,NA
,AC093890.1,0.116222249,0.812714691
,AC110772.1,NA,NA
,AC116345.1,0.012647863,NA
,AC010374.2,0,NA
,HMGB1P28,0.003107549,NA
,AC099509.1,NA,NA
,LINC02374,NA,NA
,AC112204.2,NA,NA
,ECSCR,-0.15031224,0.756485771
,AC108156.1,NA,NA
,AC084357.2,0.205186687,0.546155199
,NDUFB4P9,NA,NA
,AC083829.1,0.01191074,NA
,AC074133.1,NA,NA
,AC114786.1,NA,NA
,AC114811.1,NA,NA
,AC097535.2,NA,NA
,ENPP7P10,-0.01481568,NA
,HSPE1P10,0,NA
,MTND6P17,NA,NA
,AC108210.1,0.147957167,0.683181322
,AC026427.1,NA,NA
,AC025458.1,0.16221609,0.731139965
,AC124854.1,0,NA
,SAP18P1,-0.009920073,NA
,TRMT112P2,NA,NA
,AC106800.2,-0.183714903,0.667409493
,AC093809.1,0,NA
,LINC02112,0,NA
,AC091953.1,NA,NA
,SCARNA22,-0.26103128,0.346057458
,LINC02103,NA,NA
,EAF1-AS1,0.069121985,NA
,AC113385.1,0,NA
,AC092490.1,-0.151272006,NA
,AC008494.2,0,NA
,AC117522.2,NA,NA
,AC097462.2,NA,NA
,LINC02147,NA,NA
,HSD3BP3,0.01191074,NA
,SNRPCP13,0.01191074,NA
,AC112178.1,NA,NA
,AC139720.1,NA,NA
,AC034229.1,0.01876147,NA
,AC091832.1,NA,NA
,USP17L21,NA,NA
,AC004704.1,NA,NA
,LINC00964,0.068786465,NA
,AC097375.2,NA,NA
,AC112240.1,NA,NA
,AC055753.1,NA,NA
,AC012636.1,1.89593081,1.48E-08
,AC118282.3,NA,NA
,AC016559.2,NA,NA
,LINC02162,0,NA
,AC093725.1,NA,NA
,CCDC37-DT,NA,NA
,PGBD4P3,NA,NA
,VCAN-AS1,NA,NA
,AC121154.1,NA,NA
,SUMO2P7,0.075241019,NA
,AC011330.1,0.794651946,0.031307359
,GAPDHP76,0.024910771,NA
,AC010486.3,NA,NA
,AC112198.4,0.01191074,NA
,OR7E43P,NA,NA
,LINC02021,0.200980331,0.678159627
,AC104619.2,NA,NA
,AC112673.1,0,NA
,AC138819.1,0,NA
,KRT18P31,0.062438435,0.852603546
,RPS27AP18,0.01191074,NA
,AC145676.1,0.177095834,0.676199843
,HS3ST5,0.012565946,NA
,CDH18-AS1,0.01191074,NA
,EEF1A1P19,0.365427986,0.070386156
,AC116337.3,0.01191074,NA
,AC027338.2,0,NA
,SNX5P1,-0.106189567,0.838024246
,PVT1,-0.226593898,0.03343426
,MTRNR2L5,0.000995333,NA
,LGALS16,NA,NA
,AC021106.1,0.815582921,0.005244283
,AC027343.2,NA,NA
,OR7E83P,NA,NA
,LINC02742,NA,NA
,AC136777.1,0,NA
,AC083906.2,NA,NA
,AC005920.2,0.01191074,NA
,LINC02372,0.01191074,NA
,AC116616.1,NA,NA
,AC010285.2,NA,NA
,AC105924.1,NA,NA
,AC026434.1,0,NA
,AC008696.2,-1.315767116,0.000131432
,LINC02501,NA,NA
,AC104803.1,0,NA
,ARHGEF38-IT1,0,NA
,AC108210.2,NA,NA
,AC106800.3,NA,NA
,ALG1L11P,0,NA
,AC107401.1,0,NA
,KRT19P6,NA,NA
,AC093857.1,0.01191074,NA
,MTND6P16,NA,NA
,AC024581.1,NA,NA
,LINC02495,-0.009920073,NA
,MCPH1-AS1,0.885278806,0.005759094
,AC025180.1,NA,NA
,AC121161.2,NA,NA
,AC010587.1,NA,NA
,AC006487.1,0,NA
,BRD9P2,NA,NA
,CYCTP,NA,NA
,TRIM51CP,NA,NA
,TRBV26,NA,NA
,PDCD6,-0.514228804,2.62E-23
,AC119150.1,0,NA
,LINC00536,NA,NA
,FABP5P6,NA,NA
,HNRNPA1P55,0.009136804,0.984117412
,AC034207.1,-0.101132803,0.744626393
,AC007663.2,-0.79249335,0.030729781
,AC097467.1,NA,NA
,AC117500.1,NA,NA
,AC025768.1,0,NA
,UQCRBP3,NA,NA
,AC007016.1,-0.503049317,0.169182889
,GOLGA8K,-0.664546741,0.009166787
,NCOA4P2,NA,NA
,RAC1P2,-0.033439926,0.809445449
,LINC02223,0.217818588,0.468663793
,AC026415.1,NA,NA
,AC239584.1,0,NA
,AC097486.1,NA,NA
,AC008628.2,NA,NA
,AC131094.1,NA,NA
,XBP1P1,0.158188755,0.654880607
,GBA3,0,NA
,AC010587.2,0,NA
,AC108067.1,NA,NA
,AC084866.1,NA,NA
,UGT2B24P,NA,NA
,CCT7P2,-0.009920073,NA
,AC024587.2,NA,NA
,AC067942.3,0.01191074,NA
,TERB1,-0.049782103,0.881666633
,AL157400.5,NA,NA
,EEF1A1P20,0.034808408,NA
,CDC42P4,-0.031211543,NA
,AC025183.2,NA,NA
,AC074250.1,0.01191074,NA
,AC104116.1,NA,NA
,CHCHD2P7,0,NA
,OR5H3P,NA,NA
,AC108157.1,NA,NA
,AC106748.1,0.01191074,NA
,TRGV7,-0.030063547,0.952085421
,AC145141.1,NA,NA
,AC005823.2,NA,NA
,AC026780.2,NA,NA
,AC021146.6,NA,NA
,YWHAQP6,-0.442407136,0.291553075
,RPS4XP20,0.021667681,NA
,AC092546.1,0.018070484,NA
,MTCO2P24,NA,NA
,TMEM158,-1.267526624,1.14E-09
,BFSP2-AS1,NA,NA
,AC025187.1,NA,NA
,ECM1P2,NA,NA
,AC106786.2,NA,NA
,MTCO3P7,NA,NA
,AC106894.1,NA,NA
,AC027335.1,NA,NA
,AC008638.2,NA,NA
,AC087457.1,NA,NA
,HMGB1P3,0,NA
,AC079848.1,-0.64961876,0.076276896
,ZP3P1,NA,NA
,AC018752.1,0.136855624,0.63832726
,SNX18P23,NA,NA
,AC117529.1,NA,NA
,AC113430.1,NA,NA
,AC122138.1,NA,NA
,AC011396.2,NA,NA
,TMPRSS11BNL,0,NA
,AC022272.1,0.209293188,0.622703018
,AC104806.1,-0.232036916,0.627963834
,AC009927.1,0.149448165,0.747923736
,AC008869.1,NA,NA
,SLC7A11-AS1,0.23445846,0.374301129
,AC131956.1,NA,NA
,AC091965.2,NA,NA
,AC093791.1,0,NA
,AC096719.1,-0.009920073,NA
,RAF1P1,NA,NA
,AC069360.1,-0.25186222,NA
,LINC02514,0,NA
,AC106895.1,NA,NA
,CBX3P3,0,NA
,AC106864.1,NA,NA
,LINC00603,NA,NA
,AC114316.1,0.01191074,NA
,MTND4P9,NA,NA
,RARRES2P4,0,NA
,LINC01018,0.214557207,NA
,AC114781.2,0.422908239,0.281519133
,AC122710.1,NA,NA
,MAPK10-AS1,NA,NA
,AC097480.1,NA,NA
,AC093248.1,NA,NA
,YJEFN3,0.403325787,0.019562672
,AL445187.1,-0.164455195,0.64657868
,AC011379.1,0.022826146,NA
,AC093214.1,0,NA
,SH3TC2-DT,0.01191074,NA
,AP000866.2,0.088221657,0.80104708
,AC006499.2,NA,NA
,AC104806.2,0.135408688,NA
,AC017013.1,0.082081294,0.853955911
,AC019133.1,-0.009920073,NA
,AC093300.1,NA,NA
,AC011416.1,NA,NA
,AC025176.1,0.086905601,0.863032547
,AC074255.1,NA,NA
,BX510359.5,NA,NA
,AC233724.7,NA,NA
,AL390198.2,-0.009920073,NA
,DNAH10OS,-0.134635999,NA
,AC096576.3,NA,NA
,NREP-AS1,NA,NA
,AC007370.1,NA,NA
,AC091893.1,NA,NA
,AC111000.3,NA,NA
,AC106795.3,NA,NA
,LINC02377,-0.05201436,0.910392526
,PANCR,NA,NA
,AP002748.2,0,NA
,ANKRD33B-AS1,0.01191074,NA
,CACNA1G-AS1,0.133069469,NA
,AC107982.1,NA,NA
,AC008723.1,NA,NA
,AK3P2,0.03727724,NA
,AC018682.1,0.281641673,0.421558618
,AC114300.1,0,NA
,PCDHA10,NA,NA
,AC122694.1,0,NA
,AC016550.3,NA,NA
,LINC02232,NA,NA
,AC116563.1,0,NA
,LINC02108,0.118809779,NA
,AC116424.1,-0.132393012,0.754738574
,AC090519.1,0.142042834,NA
,AC078881.1,0.4995553,0.184919445
,AC004803.1,0.212977321,0.512784842
,HOXC-AS2,0.055283773,NA
,AL049795.2,NA,NA
,AC093607.1,NA,NA
,AC139495.2,2.640217857,1.12E-19
,AC026801.1,NA,NA
,LINC02276,NA,NA
,AC104619.3,0.0688349,0.877862495
,AC114940.1,0.01191074,NA
,MORF4L2P1,NA,NA
,KRT8P31,0,NA
,AC104664.1,NA,NA
,AC079349.1,NA,NA
,AC008957.1,0.381404169,0.009767397
,LINC02060,0,NA
,AC099509.2,NA,NA
,AC106791.1,0.255726298,0.572589386
,TRMT112P5,NA,NA
,CSNK1A1P3,-0.122573559,NA
,AC022447.7,NA,NA
,AC053513.1,0.003613754,NA
,AC034206.1,0.001001021,NA
,MTND5P13,NA,NA
,RASA2-IT1,NA,NA
,AC122719.2,0.46428386,0.073319251
,MYLK-AS2,NA,NA
,AC074344.2,0,NA
,EEF1A1P13,0.303258502,0.047214028
,AC097173.2,NA,NA
,RCC2P8,0,NA
,AC091180.4,NA,NA
,AC097504.1,0,NA
,LINC02364,-0.020835479,NA
,AC105252.1,NA,NA
,AC105390.1,0.01191074,NA
,AC082650.1,0,NA
,AC109458.1,-0.045349199,NA
,AC109927.1,-0.009920073,NA
,HMGN1P15,0.040703712,NA
,LINC02199,0,NA
,AC105914.1,NA,NA
,AC093827.2,0.003220546,NA
,TTTY23B,NA,NA
,YWHAEP4,NA,NA
,AC079776.2,NA,NA
,FZD10-AS1,0,NA
,FO082796.1,NA,NA
,AC025554.1,NA,NA
,AC112225.1,0.024910771,NA
,CIR1P2,0,NA
,ALDH1L1-AS1,0,NA
,LTV1P1,NA,NA
,AC053527.2,0.191613664,0.680121412
,KRT8P32,NA,NA
,AC008443.5,0.141086644,0.770756742
,LINC01216,0.01191074,NA
,TRIM60P14,0.017856946,NA
,AC111193.1,NA,NA
,AP002754.1,0,NA
,USP17L16P,NA,NA
,AC025754.1,NA,NA
,AC010273.3,NA,NA
,AC253576.1,NA,NA
,AC008840.1,-0.06205143,NA
,AC105383.1,0,NA
,AC094104.1,NA,NA
,AC110296.1,-0.009920073,NA
